division,division_name,industry_group,industry_group_name,sic_code,industry_name
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3845,Electromedical and Electrotherapeutic Apparatus
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3851,Ophthalmic Goods
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3861,Photographic Equipment and Supplies
D,Manufacturing,38,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",3873,"Watches, Clocks, Clockwork Operated Devices, and Parts"
D,Manufacturing,39,Miscellaneous Manufacturing Industries,3911,"Jewelry, Precious Metal"
D,Manufacturing,39,Miscellaneous Manufacturing Industries,3914,"Silverware, Plated Ware, and Stainless Steel Ware"
D,Manufacturing,39,Miscellaneous Manufacturing Industries,3915,"Jewelers\' Findings and Materials, and Lapidary Work"
D,Manufacturing,39,Miscellaneous Manufacturing Industries,3931,Musical Instruments
D,Manufacturing,39,Miscellaneous Manufacturing Industries,3942,Dolls and Stuffed Toys
D,Manufacturing,39,Miscellaneous Manufacturing Industries,3944,"Games, Toys, and Children\'s Vehicles, Except Dolls and Bicycles"
D,Manufacturing,39,Miscellaneous Manufacturing Industries,3949,"Sporting and Athletic Goods, Not Elsewhere Classified"
D,Manufacturing,39,Miscellaneous Manufacturing Industries,3951,"Pens, Mechanical Pencils, and Parts"
D,Manufacturing,39,Miscellaneous Manufacturing Industries,3952,"Lead Pencils, Crayons, and Artists\' Materials"
D,Manufacturing,39,Miscellaneous Manufacturing Industries,3953,Marking Devices
D,Manufacturing,39,Miscellaneous Manufacturing Industries,3955,Carbon Paper and Inked Ribbons
D,Manufacturing,39,Miscellaneous Manufacturing Industries,3961,"Costume Jewelry and Costume Novelties, Except Precious Metal"
D,Manufacturing,39,Miscellaneous Manufacturing Industries,3965,"Fasteners, Buttons, Needles, and Pins"
D,Manufacturing,39,Miscellaneous Manufacturing Industries,3991,Brooms and Brushes
D,Manufacturing,39,Miscellaneous Manufacturing Industries,3993,Signs and Advertising Specialties
D,Manufacturing,39,Miscellaneous Manufacturing Industries,3995,Burial Caskets
D,Manufacturing,39,Miscellaneous Manufacturing Industries,3996,"Linoleum, Asphalted-Felt-Base, and Other Hard Surface Floor Coverings, Not Elsewhere Classified"
D,Manufacturing,39,Miscellaneous Manufacturing Industries,3999,"Manufacturing Industries, Not Elsewhere Classified"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",40,Railroad Transportation,4011,"Railroads, Line-Haul Operating"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",40,Railroad Transportation,4013,Railroad Switching and Terminal Establishments
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,4111,Local and Suburban Transit
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,4119,"Local Passenger Transportation, Not Elsewhere Classified"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,4121,Taxicabs
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,4131,Intercity and Rural Bus Transportation
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,4141,Local Bus Charter Service
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,4142,"Bus Charter Service, Except Local"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,4151,School Buses
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",41,Local And Suburban Transit And Interurban Highway Passenger Transportation,4173,Terminal and Service Facilities for Motor Vehicle Passenger Transportation
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4212,Local Trucking Without Storage
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4213,"Trucking, Except Local"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4214,Local Trucking With Storage
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4215,"Courier Services, Except by Air"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4221,Farm Product Warehousing and Storage
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4222,Refrigerated Warehousing and Storage
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4225,General Warehousing and Storage
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4226,"Special Warehousing and Storage, Not Elsewhere Classified"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",42,Motor Freight Transportation And Warehousing,4231,Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",43,United States Postal Service,4311,United States Postal Service
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4412,Deep Sea Foreign Transportation of Freight
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4424,Deep Sea Domestic Transportation of Freight
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4432,Freight Transportation on the Great Lakes-St. Lawrence Seaway
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4449,"Water Transportation of Freight, Not Elsewhere Classified"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4481,"Deep Sea Transportation of Passengers, Except by Ferry"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4482,Ferries
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4489,"Water Transportation of Passengers, Not Elsewhere Classified"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4491,Marine Cargo Handling
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4492,Towing and Tugboat Services
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4493,Marinas
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",44,Water Transportation,4499,"Water Transportation Services, Not Elsewhere Classified"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",45,Transportation By Air,4512,"Air Transportation, Scheduled"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",45,Transportation By Air,4513,Air Courier Services
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",45,Transportation By Air,4522,"Air Transportation, Nonscheduled"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",45,Transportation By Air,4581,"Airports, Flying Fields, and Airport Terminal Services"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",46,"Pipelines, Except Natural Gas",4612,Crude Petroleum Pipelines
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",46,"Pipelines, Except Natural Gas",4613,Refined Petroleum Pipelines
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",46,"Pipelines, Except Natural Gas",4619,"Pipelines, Not Elsewhere Classified"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,4724,Travel Agencies
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,4725,Tour Operators
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,4729,"Arrangement of Passenger Transportation, Not Elsewhere Classified"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,4731,Arrangement of Transportation of Freight and Cargo
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,4741,Rental of Railroad Cars
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,4783,Packing and Crating
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,4785,Fixed Facilities and Inspection and Weighing Services for Motor Vehicle Transportation
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",47,Transportation Services,4789,"Transportation Services, Not Elsewhere Classified"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,4812,Radiotelephone Communications
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,4813,"Telephone Communications, Except Radiotelephone"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,4822,Telegraph and Other Message Communications
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,4832,Radio Broadcasting Stations
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,4833,Television Broadcasting Stations
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,4841,Cable and Other Pay Television Services
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",48,Communications,4899,"Communications Services, Not Elsewhere Classified"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4911,Electric Services
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4922,Natural Gas Transmission
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4923,Natural Gas Transmission and Distribution
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4924,Natural Gas Distribution
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4925,"Mixed, Manufactured, or Liquefied Petroleum Gas Production and/or"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4931,Electric and Other Services Combined
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4932,Gas and Other Services Combined
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4939,"Combination Utilities, Not Elsewhere Classified"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4941,Water Supply
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4952,Sewerage Systems
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4953,Refuse Systems
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4959,"Sanitary Services, Not Elsewhere Classified"
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4961,Steam and Air-Conditioning Supply
E,"Transportation, Communications, Electric, Gas, And Sanitary Services",49,"Electric, Gas, And Sanitary Services",4971,Irrigation Systems
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5012,Automobiles and Other Motor Vehicles
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5013,Motor Vehicle Supplies and New Parts
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5014,Tires and Tubes
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5015,"Motor Vehicle Parts, Used"
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5021,Furniture
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5023,Home furnishings
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5031,"Lumber, Plywood, Millwork, and Wood Panels"
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5032,"Brick, Stone, and Related Construction Materials"
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5033,"Roofing, Siding, and Insulation Materials"
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5039,"Construction Materials, Not Elsewhere Classified"
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5043,Photographic Equipment and Supplies
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5044,Office Equipment
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5045,Computers and Computer Peripheral Equipment and Software
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5046,"Commercial Equipment, Not Elsewhere Classified"
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5047,"Medical, Dental, and Hospital Equipment and Supplies"
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5048,Ophthalmic Goods
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5049,"Professional Equipment and Supplies, Not Elsewhere Classified"
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5051,Metals Service Centers and Offices
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5052,Coal and Other Minerals and Ores
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5063,"Electrical Apparatus and Equipment Wiring Supplies, and Construction Materials"
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5064,"Electrical Appliances, Television and Radio Sets"
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5065,"Electronic Parts and Equipment, Not Elsewhere Classified"
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5072,Hardware
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5074,Plumbing and Heating Equipment and Supplies (Hydronics)
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5075,Warm Air Heating and Air-Conditioning Equipment and Supplies
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5078,Refrigeration Equipment and Supplies
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5082,Construction and Mining (Except Petroleum) Machinery and Equipment
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5083,Farm and Garden Machinery and Equipment
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5084,Industrial Machinery and Equipment
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5085,Industrial Supplies
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5087,Service Establishment Equipment and Supplies
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5088,"Transportation Equipment and Supplies, Except Motor Vehicles"
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5091,Sporting and Recreational Goods and Supplies
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5092,Toys and Hobby Goods and Supplies
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5093,Scrap and Waste Materials
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5094,"Jewelry, Watches, Precious Stones, and Precious Metals"
F,Wholesale Trade,50,Wholesale Trade-durable Goods,5099,"Durable Goods, Not Elsewhere Classified"
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5111,Printing and Writing Paper
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5112,Stationery and Office Supplies
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5113,Industrial and Personal Service Paper
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5122,"Drugs, Drug Proprietaries, and Druggists\' Sundries"
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5131,"Piece Goods, Notions, and Other Dry Good"
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5136,Men\'s and Boy\'s Clothing and Furnishings
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5137,"Women\'s, Children\'s, and Infants\' Clothing and Accessories"
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5139,Footwear
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5141,"Groceries, General Line"
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5142,Packaged Frozen Foods
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5143,"Dairy Products, Except Dried or Canned"
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5144,Poultry and Poultry Products
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5145,Confectionery
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5146,Fish and Seafoods
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5147,Meats and Meat Products
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5148,Fresh Fruits and Vegetables
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5149,"Groceries and Related Products, Not Elsewhere Classified"
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5153,Grain and Field Beans
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5154,Livestock
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5159,"Farm-Product Raw Materials, Not Elsewhere Classified"
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5162,Plastics Materials and Basic Forms and Shapes
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5169,"Chemicals and Allied Products, Not Elsewhere Classified"
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5171,Petroleum Bulk stations and Terminals
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5172,"Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals"
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5181,Beer and Ale
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5182,Wine and Distilled Alcoholic Beverages
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5191,Farm Supplies
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5192,"Books, Periodicals, and Newspapers"
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5193,"Flowers, Nursery Stock, and Florists\' Supplies"
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5194,Tobacco and Tobacco Products
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5198,"Paints, Varnishes, and Supplies"
F,Wholesale Trade,51,Wholesale Trade-non-durable Goods,5199,"Nondurable Goods, Not Elsewhere Classified"
G,Retail Trade,52,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",5211,Lumber and Other Building Materials Dealers
G,Retail Trade,52,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",5231,"Paint, Glass, and Wallpaper Stores"
G,Retail Trade,52,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",5251,Hardware Stores
G,Retail Trade,52,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",5261,"Retail Nurseries, Lawn and Garden Supply Stores"
G,Retail Trade,52,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",5271,Mobile Home Dealers
G,Retail Trade,53,General Merchandise Stores,5311,Department Stores
G,Retail Trade,53,General Merchandise Stores,5331,Variety Stores
G,Retail Trade,53,General Merchandise Stores,5399,Miscellaneous General Merchandise Stores
G,Retail Trade,54,Food Stores,5411,Grocery Stores
G,Retail Trade,54,Food Stores,5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners"
G,Retail Trade,54,Food Stores,5431,Fruit and Vegetable Markets
G,Retail Trade,54,Food Stores,5441,"Candy, Nut, and Confectionery Stores"
G,Retail Trade,54,Food Stores,5451,Dairy Products Stores
G,Retail Trade,54,Food Stores,5461,Retail Bakeries
G,Retail Trade,54,Food Stores,5499,Miscellaneous Food Stores
G,Retail Trade,55,Automotive Dealers And Gasoline Service Stations,5511,Motor Vehicle Dealers (New and Used)
G,Retail Trade,55,Automotive Dealers And Gasoline Service Stations,5521,Motor Vehicle Dealers (Used Only)
G,Retail Trade,55,Automotive Dealers And Gasoline Service Stations,5531,Auto and Home Supply Stores
G,Retail Trade,55,Automotive Dealers And Gasoline Service Stations,5541,Gasoline Service Stations
G,Retail Trade,55,Automotive Dealers And Gasoline Service Stations,5551,Boat Dealers
G,Retail Trade,55,Automotive Dealers And Gasoline Service Stations,5561,Recreational Vehicle Dealers
G,Retail Trade,55,Automotive Dealers And Gasoline Service Stations,5571,Motorcycle Dealers
G,Retail Trade,55,Automotive Dealers And Gasoline Service Stations,5599,"Automotive Dealers, Not Elsewhere Classified"
G,Retail Trade,56,Apparel And Accessory Stores,5611,Men\'s and Boys\' Clothing and Accessory Stores
G,Retail Trade,56,Apparel And Accessory Stores,5621,Women\'s Clothing Stores
G,Retail Trade,56,Apparel And Accessory Stores,5632,Women\'s Accessory and Specialty Stores
G,Retail Trade,56,Apparel And Accessory Stores,5641,Children\'s and Infants\' Wear Stores
G,Retail Trade,56,Apparel And Accessory Stores,5651,Family Clothing Stores
G,Retail Trade,56,Apparel And Accessory Stores,5661,Shoe Stores
G,Retail Trade,56,Apparel And Accessory Stores,5699,Miscellaneous Apparel and Accessory Stores
G,Retail Trade,57,"Home Furniture, Furnishings, And Equipment Stores",5712,Furniture Stores
G,Retail Trade,57,"Home Furniture, Furnishings, And Equipment Stores",5713,Floor Covering Stores
G,Retail Trade,57,"Home Furniture, Furnishings, And Equipment Stores",5714,"Drapery, Curtain, and Upholstery Stores"
G,Retail Trade,57,"Home Furniture, Furnishings, And Equipment Stores",5719,Miscellaneous home furnishings Stores
G,Retail Trade,57,"Home Furniture, Furnishings, And Equipment Stores",5722,Household Appliance Stores
G,Retail Trade,57,"Home Furniture, Furnishings, And Equipment Stores",5731,"Radio, Television, and Consumer Electronics Stores"
G,Retail Trade,57,"Home Furniture, Furnishings, And Equipment Stores",5734,Computer and Computer Software Stores
G,Retail Trade,57,"Home Furniture, Furnishings, And Equipment Stores",5735,Record and Prerecorded Tape Stores
G,Retail Trade,57,"Home Furniture, Furnishings, And Equipment Stores",5736,Musical Instrument Stores
G,Retail Trade,58,Eating And Drinking Places,5812,Eating Places
G,Retail Trade,58,Eating And Drinking Places,5813,Drinking Places (alcoholic Beverages)
G,Retail Trade,59,Miscellaneous Retail,5912,Drug Stores and Proprietary Stores
G,Retail Trade,59,Miscellaneous Retail,5921,Liquor Stores
G,Retail Trade,59,Miscellaneous Retail,5932,Used Merchandise Stores
G,Retail Trade,59,Miscellaneous Retail,5941,Sporting Goods Stores and Bicycle Shops
G,Retail Trade,59,Miscellaneous Retail,5942,Book Stores
G,Retail Trade,59,Miscellaneous Retail,5943,Stationery Stores
G,Retail Trade,59,Miscellaneous Retail,5944,Jewelry Stores
G,Retail Trade,59,Miscellaneous Retail,5945,"Hobby, Toy, and Game Shops"
G,Retail Trade,59,Miscellaneous Retail,5946,Camera and Photographic Supply Stores
G,Retail Trade,59,Miscellaneous Retail,5947,"Gift, Novelty, and Souvenir Shops"
G,Retail Trade,59,Miscellaneous Retail,5948,Luggage and Leather Goods Stores
G,Retail Trade,59,Miscellaneous Retail,5949,"Sewing, Needlework, and Piece Goods Stores"
G,Retail Trade,59,Miscellaneous Retail,5961,Catalog and Mail-Order Houses
G,Retail Trade,59,Miscellaneous Retail,5962,Automatic Merchandising Machine Operators
G,Retail Trade,59,Miscellaneous Retail,5963,Direct Selling Establishments
G,Retail Trade,59,Miscellaneous Retail,5983,Fuel Oil Dealers
G,Retail Trade,59,Miscellaneous Retail,5984,Liquefied Petroleum Gas (Bottled Gas) Dealers
G,Retail Trade,59,Miscellaneous Retail,5989,"Fuel Dealers, Not Elsewhere Classified"
G,Retail Trade,59,Miscellaneous Retail,5992,Florists
G,Retail Trade,59,Miscellaneous Retail,5993,Tobacco Stores and Stands
G,Retail Trade,59,Miscellaneous Retail,5994,News Dealers and Newsstands
G,Retail Trade,59,Miscellaneous Retail,5995,Optical Goods Stores
G,Retail Trade,59,Miscellaneous Retail,5999,"Miscellaneous Retail Stores, Not Elsewhere Classified"
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,6011,Federal Reserve Banks
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,6019,"Central Reserve Depository Institutions, Not Elsewhere Classified"
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,6021,National Commercial Banks
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,6022,State Commercial Banks
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,6029,"Commercial Banks, Not Elsewhere Classified"
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,6035,"Savings Institutions, Federally Chartered"
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,6036,"Savings Institutions, Not Federally Chartered"
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,6061,"Credit Unions, Federally Chartered"
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,6062,"Credit Unions, Not Federally Chartered"
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,6081,Branches and Agencies of Foreign Banks
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,6082,Foreign Trade and International Banking Institutions
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,6091,Non-deposit Trust Facilities
H,"Finance, Insurance, And Real Estate",60,Depository Institutions,6099,"Functions Related to Depository Banking, Not Elsewhere Classified"
H,"Finance, Insurance, And Real Estate",61,Non-depository Credit Institutions,6111,Federal and Federally-Sponsored Credit Agencies
H,"Finance, Insurance, And Real Estate",61,Non-depository Credit Institutions,6141,Personal Credit Institutions
H,"Finance, Insurance, And Real Estate",61,Non-depository Credit Institutions,6153,"Short-Term Business Credit Institutions, Except Agricultural"
H,"Finance, Insurance, And Real Estate",61,Non-depository Credit Institutions,6159,Miscellaneous business Credit Institutions
H,"Finance, Insurance, And Real Estate",61,Non-depository Credit Institutions,6162,Mortgage Bankers and Loan Correspondents
H,"Finance, Insurance, And Real Estate",61,Non-depository Credit Institutions,6163,Loan Brokers
H,"Finance, Insurance, And Real Estate",62,"Security And Commodity Brokers, Dealers, Exchanges, And Services",6211,"Security Brokers, Dealers, and Flotation Companies"
H,"Finance, Insurance, And Real Estate",62,"Security And Commodity Brokers, Dealers, Exchanges, And Services",6221,Commodity Contracts Brokers and Dealers
H,"Finance, Insurance, And Real Estate",62,"Security And Commodity Brokers, Dealers, Exchanges, And Services",6231,Security and Commodity Exchanges
H,"Finance, Insurance, And Real Estate",62,"Security And Commodity Brokers, Dealers, Exchanges, And Services",6282,Investment Advice
H,"Finance, Insurance, And Real Estate",62,"Security And Commodity Brokers, Dealers, Exchanges, And Services",6289,"Services Allied With the Exchange of Securities or Commodities, Not Elsewhere Classified"
H,"Finance, Insurance, And Real Estate",63,Insurance Carriers,6311,Life Insurance
H,"Finance, Insurance, And Real Estate",63,Insurance Carriers,6321,Accident and Health Insurance
H,"Finance, Insurance, And Real Estate",63,Insurance Carriers,6324,Hospital and Medical Service Plans
H,"Finance, Insurance, And Real Estate",63,Insurance Carriers,6331,"Fire, Marine, and Casualty Insurance"
H,"Finance, Insurance, And Real Estate",63,Insurance Carriers,6351,Surety Insurance
H,"Finance, Insurance, And Real Estate",63,Insurance Carriers,6361,Title Insurance
H,"Finance, Insurance, And Real Estate",63,Insurance Carriers,6371,"Pension, Health, and Welfare Funds"
H,"Finance, Insurance, And Real Estate",63,Insurance Carriers,6399,"Insurance Carriers, Not Elsewhere Classified"
H,"Finance, Insurance, And Real Estate",64,"Insurance Agents, Brokers, And Service",6411,"Insurance Agents, Brokers, and Service"
H,"Finance, Insurance, And Real Estate",65,Real Estate,6512,Operators of Nonresidential Buildings
H,"Finance, Insurance, And Real Estate",65,Real Estate,6513,Operators of Apartment Buildings
H,"Finance, Insurance, And Real Estate",65,Real Estate,6514,Operators of Dwellings Other Than Apartment Buildings
H,"Finance, Insurance, And Real Estate",65,Real Estate,6515,Operators of Residential Mobile Home Sites
H,"Finance, Insurance, And Real Estate",65,Real Estate,6517,Lessors of Railroad Property
H,"Finance, Insurance, And Real Estate",65,Real Estate,6519,"Lessors of Real Property, Not Elsewhere Classified"
H,"Finance, Insurance, And Real Estate",65,Real Estate,6531,Real Estate Agents and Managers
H,"Finance, Insurance, And Real Estate",65,Real Estate,6541,Title Abstract Offices
H,"Finance, Insurance, And Real Estate",65,Real Estate,6552,"Land Subdividers and Developers, Except Cemeteries"
H,"Finance, Insurance, And Real Estate",65,Real Estate,6553,Cemetery Subdividers and Developers
H,"Finance, Insurance, And Real Estate",67,Holding And Other Investment Offices,6712,Offices of Bank Holding Companies
